No,doi-1,doi-2,cc_frequency,pub1_msa,pub2_msa,pub1_title,pub2_title,pub1_authors,pub2_authors,dc
537,10.1016/0003-2697(77)90720-5,10.1016/0378-1097(84)90059-4,235,"Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Immunology and Microbiology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Immunology and Microbiology, Biochemistry, Genetics and Molecular Biology, Immunology and Microbiology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Immunology and Microbiology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",A rapid method for the base ratio determination of bacterial DNA,Determination of DNA base composition by reversed-phase high-performance liquid chromatography,"Holder-Franklin M.A., Cashion P., Franklin M., McCully J., Holder-Franklin M.A., Cashion P., Franklin M., McCully J.","Komagata K., Komagata K., Komagata K., Komagata K., Tamaoka J., Tamaoka J., Tamaoka J., Tamaoka J.",0
538,10.1126/science.198.4312.75,10.1111/j.1467-8624.1979.tb04124.x,105,"General, General, General","Social Sciences, Psychology, Medicine",Imitation of Facial and Manual Gestures by Human Neonates,Matching behavior in the young infant.,"Moore M.K., Meltzoff A.N.","Jacobson S.W., Jacobson S.W.",0
539,10.1126/science.199.4335.1302,10.1038/242344a0,373,General,General,Diversity in tropical rain forests and coral reefs,Competitive exclusion in herbaceous vegetation,Connell J.H.,Grime J.P.,0
540,10.1016/S0022-3476(78)80282-0,10.1097/00000658-197801000-00001,511,Medicine,Medicine,"Incidence and evolution of subependymal and intraventricular hemorrhage: A study of infants with birth weights less than 1,500 gm",Neonatal necrotizing enterocolitis. Therapeutic decisions based upon clinical staging.,"Papile L.-A., Burstein J., Burstein R., Koffler H., Papile L.-A., Burstein J., Burstein R., Koffler H., Papile L.-A., Burstein J., Burstein R., Koffler H., Papile L.-A., Burstein J., Burstein R., Koffler H., Papile L.-A., Burstein J., Burstein R., Koffler H., Papile L.-A., Burstein J., Burstein R., Koffler H., Papile L.-A., Burstein J., Burstein R., Koffler H.","Feigin R.D., Feigin R.D., Feigin R.D., Feigin R.D., Marshall R., Marshall R., Marshall R., Marshall R., Keating J.P., Keating J.P., Keating J.P., Keating J.P., Barton L., Barton L., Barton L., Barton L., Ternberg J.L., Ternberg J.L., Ternberg J.L., Ternberg J.L., Bell M.J., Bell M.J., Bell M.J., Bell M.J., Brotherton T., Brotherton T., Brotherton T., Brotherton T.",0
541,10.2106/00004623-197860020-00014,10.2106/00004623-198264090-00004,256,"Medicine, Medicine, Medicine, Medicine","Medicine, Medicine, Medicine, Medicine",Dislocations after total hip-replacement arthroplasties,Dislocations after total hip arthroplasty,"Lewinnek G.E., Zimmerman J.R., Tarr R., Lewis J.L., Compere C.L., Lewinnek G.E., Zimmerman J.R., Tarr R., Lewis J.L., Compere C.L.","Woo R.Y.G., Woo R.Y.G., Woo R.Y.G., Woo R.Y.G., Woo R.Y.G., Morrey B.F., Morrey B.F., Morrey B.F., Morrey B.F., Morrey B.F.",0
542,10.1016/S0076-6879(78)52032-6,10.1016/0304-4165(79)90289-7,191,"Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Microsomal Lipid Peroxidation,"Levels of glutathione, glutathione reductase and glutathione S-transferase activities in rat lung and liver","Buege J.A., Aust S.D., Buege J.A., Aust S.D., Buege J.A., Aust S.D.","Moron M.S., Moron M.S., Mannervik B., Mannervik B., Depierre J.W., Depierre J.W.",0
543,10.1016/S0076-6879(78)52032-6,10.1016/S0076-6879(84)05015-1,288,"Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology","Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology",Microsomal Lipid Peroxidation,[12] Assays of Glutathione Peroxidase,"Buege J.A., Aust S.D., Buege J.A., Aust S.D.","Flohe L., Flohe L., Gunzler W.A., Gunzler W.A.",0
544,10.1016/S0076-6879(78)52032-6,10.1016/0163-7258(88)90027-7,103,"Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology","Pharmacology, Toxicology and Pharmaceutics, Medicine, Medicine, Pharmacology, Toxicology and Pharmaceutics",Microsomal Lipid Peroxidation,"Glutathione, free radicals and chemotherapeutic agents. Mechanisms of free-radical induced toxicity and glutathione-dependent protection","Buege J.A., Aust S.D.","Ross D., Ross D.",0
545,10.1109/TPAMI.1979.4766909,10.1109/34.85677,306,"Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Mathematics, Mathematics, Computer Science, Computer Science, Computer Science, Mathematics, Computer Science, Computer Science, Computer Science, Mathematics, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science","Engineering, Computer Science, Computer Science, Engineering, Computer Science, Engineering, Engineering, Computer Science, Engineering, Engineering, Computer Science, Engineering, Engineering, Computer Science, Computer Science, Computer Science, Computer Science, Engineering, Engineering, Computer Science",A Cluster Separation Measure,A validity measure for fuzzy clustering,"Bouldin D.W., Davies D.L., Bouldin D.W., Davies D.L.","Beni Gerardo, Beni Gerardo, Xie Xuanli Lisa, Xie Xuanli Lisa",0
546,10.1109/TPAMI.1979.4766909,10.1007/BF02294245,187,"Computer Science, Computer Science, Computer Science, Mathematics, Computer Science, Computer Science, Computer Science, Computer Science, Mathematics, Computer Science","Mathematics, Psychology, Mathematics, Mathematics, Psychology, Psychology, Mathematics, Mathematics, Psychology, Psychology",A Cluster Separation Measure,An examination of procedures for determining the number of clusters in a data set,"Bouldin D.W., Davies D.L., Bouldin D.W., Davies D.L.","Cooper M.C., Cooper M.C., Milligan G.W., Milligan G.W.",1
547,10.1109/TPAMI.1979.4766909,10.1080/01969727408546059,548,"Mathematics, Mathematics, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Mathematics, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Mathematics, Computer Science, Computer Science","Computer Science, Engineering, Computer Science, Engineering, Computer Science, Computer Science, Computer Science, Engineering, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Engineering, Computer Science, Computer Science, Computer Science, Engineering, Computer Science",A Cluster Separation Measure,Well-separated clusters and optimal fuzzy partitions,"Bouldin D.W., Davies D.L.","Dunn J.C., Dunn J.C.",0
548,10.1109/TPAMI.1979.4766909,10.1080/03610927408827101,402,"Mathematics, Computer Science, Computer Science, Computer Science, Computer Science","Mathematics, Mathematics, Mathematics, Mathematics, Mathematics",A Cluster Separation Measure,A Dendrite Method Foe Cluster Analysis,"Bouldin D.W., Davies D.L., Bouldin D.W., Davies D.L.","Harabasz J., Harabasz J., Calinski T., Calinski T.",0
549,10.1109/TIT.1978.1055892,10.1109/TIT.1978.1055917,686,"Computer Science, Social Sciences, Computer Science, Computer Science, Computer Science, Computer Science, Computer Science, Engineering, Social Sciences, Social Sciences, Engineering, Engineering","Computer Science, Computer Science, Computer Science, Social Sciences, Computer Science, Computer Science, Social Sciences, Computer Science, Social Sciences, Computer Science, Computer Science, Social Sciences",Broadcast Channels with Confidential Messages,The Gaussian Wire-Tap Channel,"Korner J., Csiszar I., Korner J., Csiszar I.","Hellman M.E., Hellman M.E., Leung-Yan-Cheong S.K., Leung-Yan-Cheong S.K.",0
550,10.1109/TIT.1978.1055892,10.1109/18.243431,228,"Computer Science, Engineering, Social Sciences, Computer Science, Social Sciences, Engineering, Engineering, Social Sciences, Computer Science, Computer Science, Computer Science, Computer Science","Computer Science, Social Sciences, Social Sciences, Social Sciences, Computer Science, Computer Science, Computer Science, Computer Science, Social Sciences, Computer Science, Computer Science, Computer Science",Broadcast Channels with Confidential Messages,Common Randomness in Information Theory and Cryptography—Part I: Secret Sharing,"Korner J., Csiszar I.","Ahlswede R., Ahlswede R.",1
551,10.1149/1.2131532,10.1039/F19837902027,171,"Chemistry, Energy, Materials Science, Materials Science, Materials Science","Chemistry, Chemistry, Chemistry, Chemistry, Chemistry",Photooxidation of Water at α -Fe2O3 Electrodes,Electrochemistry and photoelectrochemistry of iron(III) oxide,"Kennedy J.H., Frese K.W., Kennedy J.H., Frese K.W., Kennedy J.H., Frese K.W., Kennedy J.H., Frese K.W.","Dare-Edwards M.P., Dare-Edwards M.P., Hamnett A., Hamnett A., Goodenough J.B., Goodenough J.B., Trevellick P.R., Trevellick P.R.",1
552,10.2307/2392563,10.1037/0022-3514.51.6.1173,163,"Arts and Humanities, Social Sciences, Social Sciences, Social Sciences, Arts and Humanities, Social Sciences","Social Sciences, Psychology, Psychology, Social Sciences, Psychology, Social Sciences",A social information processing approach to job attitudes and task design.,"The Moderator-Mediator Variable Distinction in Social Psychological Research. Conceptual, Strategic, and Statistical Considerations","Salancik G.R., Pfeffer J., Salancik G.R., Pfeffer J.","Baron R.M., Baron R.M., Kenny D.A., Kenny D.A.",0
553,"","",359,Engineering,Engineering,PICTURE THRESHOLDING USING AN ITERATIVE SLECTION METHOD.,THRESHOLD SELECTION METHOD FROM GRAY-LEVEL HISTOGRAMS.,"Calvard S., Ridler T.W.","Otsu Nobuyuki, Otsu Nobuyuki",0
554,10.1016/0377-2217(78)90138-8,10.1016/0304-4076(77)90052-5,812,"Decision Sciences, Computer Science, Computer Science, Computer Science, Decision Sciences, Decision Sciences, Decision Sciences, Decision Sciences, Decision Sciences, Mathematics, Mathematics, Mathematics","Economics, Econometrics and Finance, Arts and Humanities, Economics, Econometrics and Finance, Mathematics, Arts and Humanities, Economics, Econometrics and Finance, Mathematics, Arts and Humanities, Mathematics, Arts and Humanities, Economics, Econometrics and Finance, Mathematics",Measuring the efficiency of decision making units,Formulation and estimation of stochastic frontier production function models,"Cooper W.W., Charnes A., Rhodes E., Cooper W.W., Charnes A., Rhodes E., Cooper W.W., Charnes A., Rhodes E.","Aigner D., Aigner D., Aigner D., Lovell C.A.K., Lovell C.A.K., Lovell C.A.K., Schmidt P., Schmidt P., Schmidt P.",0
555,10.1016/0377-2217(78)90138-8,10.2307/1928055,356,"Decision Sciences, Decision Sciences, Decision Sciences, Decision Sciences, Mathematics, Computer Science, Computer Science, Mathematics","Social Sciences, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Social Sciences, Economics, Econometrics and Finance, Social Sciences, Economics, Econometrics and Finance, Social Sciences",Measuring the efficiency of decision making units,'Multilateral productivity comparisons when some outputs are undesirable: A nonparametric approach',"Cooper W.W., Charnes A., Rhodes E., Cooper W.W., Charnes A., Rhodes E., Cooper W.W., Charnes A., Rhodes E., Cooper W.W., Charnes A., Rhodes E.","Lovell C.A.K., Lovell C.A.K., Lovell C.A.K., Pasurka C., Pasurka C., Pasurka C., Fare R., Fare R., Fare R., Grosskopf S., Grosskopf S., Grosskopf S.",0
556,10.1016/0377-2217(78)90138-8,10.1111/j.1540-6261.1977.tb03324.x,236,"Decision Sciences, Mathematics, Computer Science, Mathematics, Computer Science, Decision Sciences, Mathematics, Decision Sciences, Computer Science, Decision Sciences, Decision Sciences, Decision Sciences","Business, Management and Accounting, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Business, Management and Accounting, Business, Management and Accounting, Economics, Econometrics and Finance, Business, Management and Accounting, Economics, Econometrics and Finance, Economics, Econometrics and Finance, Economics, Econometrics and Finance",Measuring the efficiency of decision making units,"INPUTS, OUTPUTS, AND A THEORY OF PRODUCTION AND COST AT DEPOSITORY FINANCIAL INSTITUTIONS","Cooper W.W., Charnes A., Rhodes E., Cooper W.W., Charnes A., Rhodes E.","Lindley J.T., Lindley J.T., Lindley J.T., Sealey C.W., Sealey C.W., Sealey C.W.",0
557,10.1037/0096-1523.4.4.565,10.1037/0096-3445.108.3.316,134,"Arts and Humanities, Neuroscience, Neuroscience, Arts and Humanities, Psychology, Psychology, Neuroscience, Psychology, Arts and Humanities","Psychology, Neuroscience, Psychology, Neuroscience, Neuroscience, Psychology, Psychology, Psychology, Psychology",Cognitive determinants of fixation location during picture viewing,Framing pictures: The role of knowledge in automatized encoding and memory for gist,"Mackworth N.H., Loftus G.R.","Friedman A., Friedman A.",0
558,10.1016/0025-5564(78)90006-8,10.1007/BF00276956,165,"Immunology and Microbiology, Mathematics, Mathematics, Mathematics, Mathematics, Biochemistry, Genetics and Molecular Biology, Agricultural and Biological Sciences, Mathematics, Immunology and Microbiology, Immunology and Microbiology, Mathematics, Mathematics, Agricultural and Biological Sciences, Agricultural and Biological Sciences, Mathematics, Biochemistry, Genetics and Molecular Biology, Biochemistry, Genetics and Molecular Biology, Mathematics","Mathematics, Agricultural and Biological Sciences, Mathematics, Mathematics, Mathematics, Agricultural and Biological Sciences, Mathematics, Agricultural and Biological Sciences, Mathematics, Agricultural and Biological Sciences, Mathematics, Mathematics, Agricultural and Biological Sciences, Mathematics, Mathematics, Mathematics, Mathematics, Agricultural and Biological Sciences",A generalization of the Kermack-McKendrick deterministic epidemic model,Influence of nonlinear incidence rates upon the behavior of SIRS epidemiological models,"Capasso V., Serio G., Capasso V., Serio G., Capasso V., Serio G.","Levin S.A., Levin S.A., Liu W.-m., Liu W.-m., Iwasa Y., Iwasa Y.",1
559,10.1145/359657.359659,10.1109/TIT.1983.1056650,330,"Computer Science, Computer Science, Computer Science","Social Sciences, Computer Science, Computer Science",Using Encryption for Authentication in Large Networks of Computers,On the Security of Public Key Protocols,"Needham R.M., Schroeder M.D., Needham R.M., Schroeder M.D.","Dolev D., Dolev D., Yao A.C., Yao A.C.",1
